Order Number,Sales Date,Sales Channel,Currency,Salesteamindex,Storeindex,Productindex,Order qty,unit price,unit cost
SO5759,5/30/2020,Wholesale,USD,24,270,30,8,473.12,337.94
SO5760,3/21/2020,Wholesale,USD,8,219,46,10,196.73,140.52
SO5761,1/26/2020,Online,USD,8,27,42,2,596.30,425.93
SO5762,3/3/2020,Distributor,USD,20,151,9,9,154.08,110.06
SO5763,2/28/2020,In-Store,USD,6,101,14,9,307.22,219.45
SO5764,4/27/2020,In-Store,USD,24,172,25,1,581.52,415.37
SO5765,3/1/2020,Online,USD,10,82,43,4,406.88,290.63
SO5766,1/14/2020,In-Store,USD,7,330,17,10,457.77,326.98
SO5767,3/12/2020,Online,USD,1,89,16,5,315.10,225.07
SO5768,3/5/2020,Distributor,USD,24,197,42,5,431.31,308.08
SO5769,5/29/2020,Wholesale,USD,9,138,28,4,360.54,257.53
SO5770,5/28/2020,Online,USD,21,233,14,6,208.93,149.24
SO5771,1/26/2020,Distributor,USD,9,258,43,6,346.44,247.46
SO5772,3/20/2020,Distributor,USD,3,149,21,3,604.05,431.46
SO5773,2/27/2020,Distributor,USD,7,96,15,4,169.26,120.90
SO5774,5/30/2020,In-Store,USD,12,272,8,10,428.19,305.85
SO5775,4/28/2020,Wholesale,USD,6,129,19,5,376.70,269.07
SO5776,5/26/2020,In-Store,USD,10,299,40,10,578.47,413.19
SO5777,3/6/2020,Online,USD,8,89,33,1,175.67,125.48
SO5778,5/16/2020,Wholesale,USD,5,162,21,10,244.19,174.42
SO5779,1/11/2020,In-Store,USD,17,213,25,2,546.20,390.14
SO5780,2/15/2020,Distributor,USD,7,139,36,5,340.65,243.32
SO5781,1/13/2020,Distributor,USD,7,6,15,1,202.33,144.52
SO5782,2/2/2020,Distributor,USD,23,347,34,5,345.86,247.04
SO5783,3/27/2020,Wholesale,USD,5,303,31,8,322.53,230.38
SO5784,4/20/2020,In-Store,USD,3,230,42,4,391.87,279.91
SO5785,2/16/2020,Online,USD,16,213,32,3,530.21,378.72
SO5786,2/19/2020,Distributor,USD,10,218,36,7,547.79,391.28
SO5787,1/27/2020,In-Store,USD,8,46,19,8,293.21,209.44
SO5788,2/23/2020,Online,USD,9,92,9,2,378.68,270.48
SO5789,2/18/2020,Online,USD,19,151,18,5,497.52,355.37
SO5790,5/14/2020,Wholesale,USD,25,91,3,7,486.98,347.84
SO5791,5/29/2020,In-Store,USD,5,350,21,8,576.55,411.82
SO5792,4/20/2020,Distributor,USD,24,229,22,10,353.19,252.28
SO5793,1/5/2020,Wholesale,USD,6,346,30,7,229.65,164.04
SO5794,3/10/2020,Wholesale,USD,24,342,17,10,444.79,317.71
SO5795,2/22/2020,Online,USD,4,114,28,6,359.79,256.99
SO5796,4/2/2020,In-Store,USD,3,213,3,6,154.74,110.53
SO5797,4/25/2020,In-Store,USD,23,94,42,7,490.49,350.35
SO5798,3/6/2020,Online,USD,12,264,28,4,290.12,207.23
SO5799,2/1/2020,In-Store,USD,12,12,6,9,568.51,406.08
SO5800,5/24/2020,Wholesale,USD,16,150,46,8,419.62,299.73
SO5801,1/27/2020,Online,USD,8,10,40,2,153.91,109.93
SO5802,1/16/2020,Wholesale,USD,22,322,47,10,551.90,394.22
SO5803,4/15/2020,Distributor,USD,10,142,19,1,649.29,463.78
SO5804,2/1/2020,In-Store,USD,15,49,47,2,209.23,149.45
SO5805,3/15/2020,Online,USD,10,275,29,9,313.56,223.97
SO5806,1/20/2020,Distributor,USD,23,93,25,10,610.76,436.25
SO5807,5/21/2020,Online,USD,19,323,28,1,487.52,348.23
SO5808,5/4/2020,Wholesale,USD,10,12,14,7,274.36,195.97
SO5809,5/23/2020,Wholesale,USD,15,62,9,1,501.87,358.48
SO5810,1/20/2020,Online,USD,11,338,23,9,522.98,373.56
SO5811,1/18/2020,In-Store,USD,26,132,42,3,446.66,319.04
SO5812,5/31/2020,Online,USD,9,141,11,9,432.79,309.14
SO5813,3/13/2020,Online,USD,19,363,9,3,545.30,389.50
SO5814,3/28/2020,Wholesale,USD,6,26,19,5,464.74,331.95
SO5815,5/10/2020,Online,USD,20,119,35,2,530.51,378.94
SO5816,4/20/2020,Distributor,USD,14,186,12,3,579.13,413.66
SO5817,4/15/2020,Distributor,USD,26,307,34,1,540.88,386.34
SO5818,5/28/2020,Online,USD,9,53,9,3,301.51,215.36
SO5819,4/23/2020,Distributor,USD,5,186,20,6,171.94,122.81
SO5820,1/5/2020,Online,USD,7,1,13,2,316.85,226.32
SO5821,1/12/2020,In-Store,USD,24,166,32,5,456.95,326.39
SO5822,2/1/2020,Wholesale,USD,6,83,26,5,284.81,203.44
SO5823,1/31/2020,Distributor,USD,23,260,45,8,150.72,107.66
SO5824,3/17/2020,Online,USD,16,106,6,6,218.67,156.19
SO5825,3/4/2020,Wholesale,USD,2,56,5,4,360.21,257.29
SO5826,1/28/2020,Wholesale,USD,13,255,27,9,371.13,265.09
SO5827,3/19/2020,In-Store,USD,24,320,4,2,628.72,449.09
SO5828,1/8/2020,Distributor,USD,25,133,15,9,206.09,147.21
SO5829,3/22/2020,In-Store,USD,18,190,47,1,266.96,190.69
SO5830,4/25/2020,Online,USD,24,36,32,9,167.12,119.37
SO5831,2/2/2020,Wholesale,USD,8,147,31,3,312.25,223.03
SO5832,5/21/2020,Online,USD,7,294,6,8,559.24,399.45
SO5833,2/6/2020,In-Store,USD,14,135,8,4,620.62,443.30
SO5834,5/9/2020,In-Store,USD,8,112,33,3,503.10,359.36
SO5835,4/1/2020,Distributor,USD,12,278,11,6,248.70,177.64
SO5836,1/2/2020,Distributor,USD,4,16,35,3,546.95,390.68
SO5837,3/17/2020,Wholesale,USD,7,347,24,9,389.49,278.21
SO5838,5/6/2020,Distributor,USD,5,328,15,7,622.70,444.78
SO5839,4/6/2020,In-Store,USD,25,101,39,8,233.49,166.78
SO5840,2/10/2020,Distributor,USD,14,332,44,2,188.09,134.35
SO5841,5/21/2020,Distributor,USD,19,141,18,1,299.80,214.14
SO5842,1/26/2020,Wholesale,USD,6,288,32,7,507.84,362.75
SO5843,5/24/2020,In-Store,USD,20,88,2,8,352.14,251.53
SO5844,3/28/2020,In-Store,USD,9,120,31,4,635.14,453.67
SO5845,3/15/2020,Wholesale,USD,19,145,19,7,181.91,129.93
SO5846,2/19/2020,In-Store,USD,7,54,14,10,322.96,230.68
SO5847,2/6/2020,In-Store,USD,15,82,18,2,643.69,459.78
SO5848,4/16/2020,Distributor,USD,12,154,9,3,174.02,124.30
SO5849,3/4/2020,Wholesale,USD,2,86,15,8,449.89,321.35
SO5850,5/16/2020,Online,USD,9,191,10,2,485.41,346.72
SO5851,4/28/2020,Wholesale,USD,5,241,41,5,388.37,277.41
SO5852,3/31/2020,In-Store,USD,4,257,16,1,369.15,263.68
SO5853,3/7/2020,Distributor,USD,16,332,13,7,199.27,142.33
SO5854,5/29/2020,Online,USD,6,82,15,8,358.22,255.87
SO5855,2/16/2020,Wholesale,USD,15,242,38,2,526.42,376.02
SO5856,5/13/2020,Online,USD,12,229,46,1,309.82,221.30
SO5857,2/5/2020,Distributor,USD,20,221,11,1,440.01,314.29
SO5858,5/12/2020,Online,USD,22,359,4,9,574.99,410.71
SO5859,1/10/2020,Online,USD,19,41,43,8,190.31,135.94
SO5860,4/6/2020,Online,USD,26,128,38,4,500.72,357.66
SO5861,1/22/2020,Online,USD,6,153,31,9,440.84,314.88
SO5862,5/12/2020,Wholesale,USD,11,299,17,4,480.17,342.98
SO5863,1/21/2020,Distributor,USD,7,367,28,2,376.08,268.63
SO5864,3/2/2020,Distributor,USD,25,273,16,3,364.81,260.58
SO5865,1/14/2020,Online,USD,26,111,24,10,210.70,150.50
SO5866,3/18/2020,Distributor,USD,11,74,30,5,203.43,145.31
SO5867,1/7/2020,Online,USD,18,358,27,2,224.97,160.69
SO5868,3/11/2020,Wholesale,USD,11,244,12,2,380.36,271.69
SO5869,5/3/2020,Distributor,USD,10,94,20,8,600.58,428.99
SO5870,5/14/2020,Distributor,USD,2,162,13,9,354.42,253.16
SO5871,3/24/2020,In-Store,USD,14,70,34,3,444.37,317.41
SO5872,2/21/2020,Online,USD,22,169,37,3,335.32,239.51
SO5873,2/16/2020,Online,USD,17,292,8,2,524.48,374.63
SO5874,2/17/2020,Wholesale,USD,24,114,15,7,339.69,242.64
SO5875,4/22/2020,Online,USD,4,140,4,10,340.91,243.51
SO5876,3/25/2020,In-Store,USD,20,272,27,3,211.85,151.32
SO5877,3/22/2020,Online,USD,18,235,17,7,317.68,226.92
SO5878,2/6/2020,In-Store,USD,19,349,11,8,311.94,222.81
SO5879,2/25/2020,Online,USD,8,69,12,6,489.87,349.90
SO5880,4/13/2020,In-Store,USD,24,148,34,4,194.19,138.71
SO5881,2/25/2020,Wholesale,USD,22,250,18,3,210.30,150.21
SO5882,2/24/2020,Online,USD,18,3,6,9,238.40,170.28
SO5883,3/4/2020,Wholesale,USD,12,269,42,6,519.79,371.28
SO5884,3/28/2020,In-Store,USD,12,322,43,6,300.73,214.80
SO5885,5/1/2020,In-Store,USD,6,64,29,5,429.01,306.43
SO5886,1/1/2020,Distributor,USD,19,8,8,5,597.60,426.86
SO5887,5/23/2020,Online,USD,25,168,32,8,529.43,378.17
SO5888,5/16/2020,Online,USD,12,242,3,2,642.29,458.78
SO5889,2/28/2020,Online,USD,5,73,43,7,422.08,301.49
SO5890,4/30/2020,In-Store,USD,6,25,8,3,195.30,139.50
SO5891,1/20/2020,Wholesale,USD,19,71,11,5,625.84,447.03
SO5892,5/16/2020,Distributor,USD,19,26,3,7,302.80,216.28
SO5893,5/27/2020,Distributor,USD,24,132,13,6,213.64,152.60
SO5894,3/22/2020,Distributor,USD,21,240,22,5,618.68,441.91
SO5895,4/6/2020,Distributor,USD,24,180,26,3,587.78,419.85
SO5896,3/2/2020,Wholesale,USD,18,100,32,5,353.00,252.14
SO5897,4/4/2020,Distributor,USD,13,270,36,10,380.19,271.56
SO5898,2/23/2020,Distributor,USD,14,311,5,1,294.80,210.57
SO5899,1/27/2020,In-Store,USD,8,72,27,1,155.37,110.98
SO5900,1/16/2020,In-Store,USD,24,194,1,4,476.63,340.45
SO5901,5/5/2020,Online,USD,2,32,36,1,649.36,463.83
SO5902,1/10/2020,Online,USD,11,250,11,3,197.32,140.94
SO5903,2/19/2020,Distributor,USD,4,105,46,4,446.95,319.25
SO5904,1/10/2020,Online,USD,8,269,41,3,230.70,164.79
SO5905,5/26/2020,Wholesale,USD,8,113,22,2,627.95,448.53
SO5906,5/8/2020,In-Store,USD,20,287,32,3,159.43,113.88
SO5907,4/5/2020,Online,USD,8,345,10,8,491.26,350.90
SO5908,3/13/2020,In-Store,USD,4,58,26,4,431.08,307.91
SO5909,1/2/2020,Online,USD,25,48,22,9,154.15,110.11
SO5910,1/17/2020,In-Store,USD,11,98,44,7,322.07,230.05
SO5911,5/16/2020,Distributor,USD,15,318,46,1,397.81,284.15
SO5912,4/15/2020,In-Store,USD,25,178,41,7,154.31,110.22
SO5913,3/11/2020,Distributor,USD,3,29,37,7,276.12,197.23
SO5914,4/8/2020,In-Store,USD,17,324,10,4,202.38,144.56
SO5915,5/5/2020,In-Store,USD,5,325,31,2,644.49,460.35
SO5916,3/16/2020,Online,USD,20,23,25,2,377.73,269.81
SO5917,3/27/2020,In-Store,USD,4,245,4,3,347.71,248.36
SO5918,1/6/2020,Distributor,USD,15,146,42,4,392.37,280.27
SO5919,4/27/2020,Wholesale,USD,18,280,9,2,488.53,348.95
SO5920,3/29/2020,Distributor,USD,18,157,20,2,229.75,164.11
SO5921,4/28/2020,In-Store,USD,7,313,3,3,259.45,185.32
SO5922,2/6/2020,Distributor,USD,23,89,6,3,374.95,267.82
SO5923,5/13/2020,In-Store,USD,2,98,9,5,510.59,364.71
SO5924,2/24/2020,In-Store,USD,18,23,29,3,379.47,271.05
SO5925,3/8/2020,Wholesale,USD,4,276,11,5,289.91,207.08
SO5926,3/23/2020,Online,USD,20,144,35,1,473.05,337.89
SO5927,2/26/2020,Distributor,USD,25,192,11,2,274.15,195.82
SO5928,5/24/2020,In-Store,USD,14,152,8,4,539.46,385.33
SO5929,4/24/2020,Online,USD,1,211,38,2,581.11,415.08
SO5930,4/10/2020,In-Store,USD,23,193,18,3,417.12,297.94
SO5931,1/23/2020,In-Store,USD,10,211,19,5,619.18,442.27
SO5932,3/9/2020,In-Store,USD,4,62,29,5,600.91,429.22
SO5933,5/25/2020,Online,USD,22,309,45,1,238.36,170.26
SO5934,1/23/2020,Wholesale,USD,24,145,43,8,542.81,387.72
SO5935,4/4/2020,Distributor,USD,11,79,9,5,570.01,407.15
SO5936,3/12/2020,Distributor,USD,1,276,12,10,390.90,279.21
SO5937,5/5/2020,Online,USD,14,304,9,10,563.23,402.31
SO5938,1/5/2020,Distributor,USD,2,176,3,6,608.97,434.98
SO5939,4/27/2020,Distributor,USD,10,26,27,5,380.48,271.77
SO5940,5/11/2020,Distributor,USD,2,38,3,10,556.98,397.84
SO5941,2/19/2020,Online,USD,26,101,6,5,395.85,282.75
SO5942,4/16/2020,Online,USD,4,321,11,5,243.78,174.13
SO5943,3/16/2020,In-Store,USD,2,337,12,2,195.30,139.50
SO5944,4/28/2020,Wholesale,USD,15,255,33,1,571.03,407.88
SO5945,4/1/2020,In-Store,USD,23,124,22,7,600.40,428.86
SO5946,1/8/2020,Online,USD,12,158,36,3,518.26,370.18
SO5947,1/25/2020,Wholesale,USD,12,102,15,2,339.74,242.67
SO5948,5/17/2020,Wholesale,USD,14,290,33,4,365.33,260.95
SO5949,1/25/2020,Wholesale,USD,21,289,3,6,158.89,113.49
SO5950,5/12/2020,In-Store,USD,12,51,13,1,634.94,453.53
SO5951,3/10/2020,In-Store,USD,11,84,2,10,231.50,165.36
SO5952,5/27/2020,In-Store,USD,3,352,4,10,590.85,422.03
SO5953,2/19/2020,Online,USD,23,172,27,6,406.16,290.11
SO5954,3/16/2020,In-Store,USD,4,287,11,3,252.85,180.61
SO5955,3/11/2020,Distributor,USD,23,181,46,10,423.83,302.74
SO5956,3/25/2020,Online,USD,11,312,46,8,495.89,354.20
SO5957,5/25/2020,In-Store,USD,8,367,45,1,372.17,265.84
SO5958,4/12/2020,In-Store,USD,4,299,46,10,434.69,310.49
SO5959,5/30/2020,Online,USD,2,278,12,7,264.96,189.26
SO5960,1/12/2020,Distributor,USD,12,75,40,9,438.85,313.47
SO5961,2/27/2020,In-Store,USD,13,267,28,5,265.50,189.64
SO5962,4/19/2020,Distributor,USD,20,188,36,3,210.28,150.20
SO5963,1/20/2020,Distributor,USD,4,98,9,6,191.69,136.92
SO5964,1/7/2020,Online,USD,17,42,25,9,518.36,370.26
SO5965,4/2/2020,Wholesale,USD,26,341,17,2,573.11,409.36
SO5966,5/21/2020,Distributor,USD,10,132,7,1,279.30,199.50
SO5967,1/16/2020,Distributor,USD,1,233,3,5,641.34,458.10
SO5968,3/31/2020,Wholesale,USD,25,202,44,6,330.56,236.11
SO5969,4/28/2020,Online,USD,7,97,10,5,283.37,202.40
SO5970,1/26/2020,In-Store,USD,3,251,34,10,326.21,233.01
SO5971,2/21/2020,Wholesale,USD,13,341,15,3,587.83,419.88
SO5972,2/9/2020,Wholesale,USD,26,42,32,7,354.71,253.36
SO5973,5/14/2020,Wholesale,USD,5,176,36,9,244.31,174.51
SO5974,5/2/2020,Wholesale,USD,17,205,41,9,468.46,334.61
SO5975,5/2/2020,Wholesale,USD,12,367,33,7,211.12,150.80
SO5976,5/26/2020,Wholesale,USD,22,25,10,8,458.01,327.15
SO5977,4/15/2020,In-Store,USD,25,133,15,2,635.16,453.68
SO5978,5/7/2020,Online,USD,12,342,2,6,324.94,232.10
SO5979,3/27/2020,Distributor,USD,13,23,1,10,184.83,132.02
SO5980,2/17/2020,Online,USD,10,215,47,7,529.66,378.33
SO5981,5/27/2020,In-Store,USD,15,346,1,7,567.09,405.06
SO5982,2/14/2020,In-Store,USD,6,9,3,6,213.71,152.65
SO5983,4/7/2020,Wholesale,USD,22,189,41,1,588.12,420.09
SO5984,1/14/2020,Distributor,USD,21,104,2,7,238.24,170.17
SO5985,5/20/2020,Online,USD,25,349,17,6,314.23,224.45
SO5986,5/6/2020,Wholesale,USD,7,356,36,5,470.91,336.36
SO5987,1/8/2020,Online,USD,10,9,34,1,443.86,317.04
SO5988,1/4/2020,Wholesale,USD,11,355,34,7,417.22,298.01
SO5989,5/19/2020,Wholesale,USD,22,187,40,8,162.96,116.40
SO5990,4/16/2020,Online,USD,19,257,46,8,394.00,281.43
SO5991,1/24/2020,Distributor,USD,23,313,14,4,387.99,277.14
SO5992,5/4/2020,Wholesale,USD,15,245,34,2,567.83,405.59
SO5993,3/4/2020,Wholesale,USD,19,37,46,8,388.38,277.42
SO5994,5/3/2020,Online,USD,12,35,24,5,316.21,225.86
SO5995,2/10/2020,Online,USD,19,159,4,4,454.18,324.41
SO5996,3/3/2020,Online,USD,25,329,15,3,495.13,353.66
SO5997,1/28/2020,Online,USD,26,277,20,9,354.14,252.96
SO5998,1/28/2020,Wholesale,USD,16,132,33,9,299.20,213.71
SO5999,3/3/2020,Online,USD,17,74,12,10,488.70,349.07
SO6000,3/11/2020,Online,USD,5,58,45,1,566.34,404.53
SO6001,4/23/2020,In-Store,USD,11,191,22,7,242.38,173.13
SO6002,3/21/2020,In-Store,USD,4,248,44,7,454.06,324.33
SO6003,3/13/2020,Wholesale,USD,23,247,28,3,189.60,135.43
SO6004,1/28/2020,Wholesale,USD,13,265,44,2,591.43,422.45
SO6005,1/16/2020,Wholesale,USD,24,54,36,7,404.06,288.61
SO6006,1/31/2020,Online,USD,19,34,30,7,385.51,275.37
SO6007,3/16/2020,In-Store,USD,9,282,47,2,273.05,195.04
SO6008,2/12/2020,Distributor,USD,20,233,21,8,331.89,237.07
SO6009,4/8/2020,Distributor,USD,9,21,11,3,333.43,238.16
SO6010,2/15/2020,In-Store,USD,24,244,16,7,264.33,188.81
SO6011,2/3/2020,Online,USD,10,145,44,7,258.03,184.31
SO6012,2/10/2020,Online,USD,21,362,43,6,635.90,454.22
SO6013,3/3/2020,In-Store,USD,23,199,14,1,272.83,194.88
SO6014,1/11/2020,Wholesale,USD,16,306,2,6,522.08,372.91
SO6015,5/31/2020,Online,USD,15,101,15,8,384.17,274.41
SO6016,5/27/2020,Online,USD,21,158,18,2,189.58,135.42
SO6017,3/14/2020,In-Store,USD,11,76,15,2,437.69,312.64
SO6018,3/22/2020,Online,USD,14,32,1,1,168.03,120.02
SO6019,4/28/2020,Wholesale,USD,17,7,27,10,648.95,463.53
SO6020,2/14/2020,Wholesale,USD,7,347,17,6,409.61,292.58
SO6021,4/22/2020,Distributor,USD,4,253,15,10,366.80,262.00
SO6022,3/3/2020,In-Store,USD,7,306,23,5,241.40,172.43
SO6023,3/20/2020,Wholesale,USD,1,168,47,8,471.02,336.45
SO6024,2/2/2020,Online,USD,22,309,39,3,441.04,315.03
SO6025,4/25/2020,Online,USD,18,219,43,1,401.80,287.00
SO6026,2/2/2020,Distributor,USD,7,202,43,1,374.80,267.71
SO6027,4/18/2020,Wholesale,USD,7,82,14,1,482.92,344.94
SO6028,1/13/2020,Online,USD,16,18,24,10,296.38,211.70
SO6029,1/14/2020,Online,USD,6,267,25,6,285.98,204.27
SO6030,4/14/2020,Wholesale,USD,10,64,16,2,492.90,352.07
SO6031,2/2/2020,Online,USD,24,209,18,5,440.89,314.92
SO6032,1/18/2020,Online,USD,19,223,16,5,612.91,437.79
SO6033,4/5/2020,Online,USD,24,184,41,4,393.30,280.93
SO6034,3/1/2020,Wholesale,USD,12,271,1,1,632.43,451.73
SO6035,2/22/2020,In-Store,USD,16,168,27,6,266.07,190.05
SO6036,1/26/2020,Distributor,USD,3,166,15,8,531.29,379.49
SO6037,2/27/2020,In-Store,USD,16,252,26,1,577.62,412.59
SO6038,4/12/2020,Distributor,USD,4,98,16,7,386.35,275.97
SO6039,2/1/2020,In-Store,USD,11,322,37,3,208.88,149.20
SO6040,4/24/2020,In-Store,USD,10,155,21,10,208.35,148.82
SO6041,2/26/2020,Online,USD,23,122,7,8,650.24,464.46
SO6042,4/18/2020,Wholesale,USD,3,335,43,9,477.34,340.96
SO6043,2/10/2020,Distributor,USD,9,160,9,3,637.63,455.45
SO6044,2/14/2020,Online,USD,8,191,47,8,449.20,320.86
SO6045,5/15/2020,Online,USD,4,362,16,1,481.66,344.04
SO6046,5/31/2020,Wholesale,USD,12,128,2,8,448.46,320.33
SO6047,1/25/2020,Distributor,USD,7,61,2,1,449.44,321.03
SO6048,4/8/2020,Online,USD,4,161,5,7,460.53,328.95
SO6049,5/18/2020,In-Store,USD,4,52,17,2,228.59,163.28
SO6050,5/15/2020,Distributor,USD,6,152,12,5,487.12,347.94
SO6051,5/4/2020,Wholesale,USD,24,232,34,8,616.38,440.27
SO6052,5/14/2020,Online,USD,13,115,19,8,238.23,170.16
SO6053,5/4/2020,Distributor,USD,16,345,36,10,185.23,132.30
SO6054,3/30/2020,Wholesale,USD,14,364,14,8,368.29,263.06
SO6055,4/24/2020,Wholesale,USD,6,86,2,8,341.84,244.17
SO6056,2/12/2020,In-Store,USD,8,277,10,2,575.15,410.82
SO6057,2/20/2020,Wholesale,USD,8,46,14,2,258.77,184.84
SO6058,2/2/2020,Wholesale,USD,11,59,12,5,526.96,376.40
SO6059,4/6/2020,Online,USD,25,293,44,10,356.20,254.43
SO6060,3/30/2020,Distributor,USD,3,36,29,7,188.26,134.47
SO6061,4/21/2020,Online,USD,3,91,5,6,572.17,408.70
SO6062,2/3/2020,Distributor,USD,13,215,41,6,249.81,178.44
SO6063,1/26/2020,Online,USD,13,146,7,9,325.68,232.63
SO6064,3/28/2020,Online,USD,16,341,7,8,485.91,347.08
SO6065,2/20/2020,Wholesale,USD,16,43,14,6,188.17,134.41
SO6066,1/9/2020,Online,USD,10,55,11,4,501.21,358.01
SO6067,1/15/2020,Online,USD,24,162,19,5,394.53,281.81
SO6068,4/24/2020,In-Store,USD,8,309,20,1,440.45,314.60
SO6069,1/18/2020,Wholesale,USD,18,185,24,6,467.55,333.96
SO6070,5/31/2020,Online,USD,19,314,35,6,361.39,258.13
SO6071,4/2/2020,Distributor,USD,9,362,34,7,347.38,248.13
SO6072,3/4/2020,In-Store,USD,19,172,11,6,604.03,431.45
SO6073,4/25/2020,Online,USD,13,34,45,5,536.63,383.31
SO6074,2/25/2020,Online,USD,9,351,4,5,603.88,431.34
SO6075,5/9/2020,Distributor,USD,14,123,46,2,399.91,285.65
SO6076,5/19/2020,In-Store,USD,12,265,37,7,235.71,168.36
SO6077,5/2/2020,Wholesale,USD,20,252,25,2,395.10,282.21
SO6078,5/8/2020,In-Store,USD,13,130,37,1,384.26,274.47
SO6079,5/2/2020,Online,USD,16,311,34,4,611.70,436.93
SO6080,1/23/2020,Wholesale,USD,22,122,11,1,565.75,404.10
SO6081,1/18/2020,Online,USD,1,244,19,7,641.94,458.53
SO6082,1/26/2020,In-Store,USD,17,85,36,10,567.08,405.06
SO6083,2/19/2020,Distributor,USD,7,9,13,7,424.43,303.17
SO6084,2/21/2020,Wholesale,USD,16,223,20,1,169.22,120.87
SO6085,3/27/2020,Distributor,USD,17,247,28,3,322.77,230.55
SO6086,1/2/2020,Distributor,USD,9,351,10,4,164.07,117.19
SO6087,3/15/2020,In-Store,USD,1,308,3,9,329.22,235.16
SO6088,1/9/2020,In-Store,USD,1,161,42,9,484.82,346.30
SO6089,1/4/2020,In-Store,USD,11,218,47,1,413.33,295.24
SO6090,1/13/2020,Wholesale,USD,6,77,38,8,412.59,294.71
SO6091,1/29/2020,Distributor,USD,23,115,7,1,152.30,108.78
SO6092,3/11/2020,Wholesale,USD,1,213,9,9,436.93,312.09
SO6093,3/21/2020,Online,USD,1,267,26,4,414.24,295.89
SO6094,3/28/2020,Wholesale,USD,17,138,2,10,462.35,330.25
SO6095,5/19/2020,Wholesale,USD,26,126,8,6,471.86,337.04
SO6096,5/12/2020,Wholesale,USD,22,56,18,1,201.00,143.57
SO6097,4/25/2020,Wholesale,USD,12,100,32,1,582.01,415.72
SO6098,4/28/2020,Online,USD,3,72,41,9,201.33,143.81
SO6099,5/15/2020,In-Store,USD,23,285,12,10,152.25,108.75
SO6100,3/10/2020,Distributor,USD,18,155,34,7,585.06,417.90
SO6101,4/20/2020,Distributor,USD,14,2,3,7,277.35,198.11
SO6102,5/26/2020,Distributor,USD,5,236,29,4,201.02,143.59
SO6103,2/23/2020,Online,USD,20,275,23,2,516.34,368.82
SO6104,2/17/2020,Wholesale,USD,21,293,39,4,532.59,380.42
SO6105,4/21/2020,Distributor,USD,3,89,26,5,446.63,319.02
SO6106,3/20/2020,Online,USD,22,29,5,7,283.84,202.75
SO6107,1/24/2020,Wholesale,USD,2,93,21,3,625.15,446.53
SO6108,4/13/2020,Wholesale,USD,20,43,38,9,261.58,186.85
SO6109,3/28/2020,Distributor,USD,3,18,14,8,216.67,154.77
SO6110,3/1/2020,In-Store,USD,13,230,4,2,219.89,157.06
SO6111,3/29/2020,Wholesale,USD,6,356,1,5,197.74,141.24
SO6112,3/17/2020,Online,USD,24,54,39,5,520.88,372.06
SO6113,5/31/2020,In-Store,USD,1,249,16,5,628.78,449.13
SO6114,4/10/2020,Wholesale,USD,1,302,39,8,548.83,392.02
SO6115,3/8/2020,Online,USD,24,127,21,9,151.40,108.14
SO6116,1/28/2020,Distributor,USD,4,130,43,9,468.75,334.82
SO6117,2/29/2020,Distributor,USD,17,108,11,4,481.97,344.27
SO6118,3/10/2020,Online,USD,12,188,47,2,521.15,372.25
SO6119,3/1/2020,Online,USD,6,340,34,8,260.96,186.40
SO6120,3/27/2020,In-Store,USD,26,339,43,5,185.69,132.63
SO6121,4/23/2020,Wholesale,USD,26,332,45,6,317.52,226.80
SO6122,1/17/2020,Distributor,USD,26,358,41,5,172.61,123.30
SO6123,3/19/2020,In-Store,USD,8,339,7,6,450.50,321.78
SO6124,2/7/2020,In-Store,USD,23,9,36,2,306.55,218.97
SO6125,5/12/2020,In-Store,USD,11,210,12,4,516.71,369.08
SO6126,3/21/2020,Online,USD,19,119,31,10,519.92,371.37
SO6127,1/20/2020,Wholesale,USD,4,21,5,5,206.20,147.29
SO6128,1/8/2020,Online,USD,13,115,4,3,274.84,196.32
SO6129,5/4/2020,Wholesale,USD,9,320,43,9,525.86,375.62
SO6130,5/10/2020,In-Store,USD,26,56,9,9,374.68,267.63
SO6131,5/14/2020,Online,USD,19,229,12,3,619.52,442.52
SO6132,5/5/2020,Wholesale,USD,20,264,37,10,229.29,163.78
SO6133,4/2/2020,Wholesale,USD,15,219,29,6,210.57,150.41
SO6134,2/21/2020,In-Store,USD,10,151,35,7,296.65,211.90
SO6135,1/15/2020,Wholesale,USD,9,302,34,2,543.54,388.24
SO6136,3/10/2020,In-Store,USD,18,164,13,7,510.69,364.78
SO6137,1/29/2020,In-Store,USD,16,253,40,5,333.26,238.05
SO6138,3/14/2020,Distributor,USD,24,205,13,8,159.15,113.68
SO6139,2/17/2020,Online,USD,3,127,35,10,389.63,278.31
SO6140,1/16/2020,In-Store,USD,20,88,27,8,291.99,208.56
SO6141,3/31/2020,Online,USD,17,174,2,3,650.93,464.95
SO6142,3/7/2020,In-Store,USD,8,348,34,9,346.74,247.67
SO6143,1/22/2020,In-Store,USD,21,70,26,10,538.34,384.53
SO6144,4/24/2020,Distributor,USD,10,334,42,9,341.59,243.99
SO6145,3/11/2020,In-Store,USD,1,34,5,5,643.14,459.39
SO6146,4/7/2020,Distributor,USD,19,172,34,3,573.26,409.47
SO6147,2/22/2020,In-Store,USD,26,277,16,4,376.54,268.96
SO6148,5/24/2020,In-Store,USD,16,32,20,7,400.96,286.40
